ID,name,address,latitude,longitude,place_id,created_at,updated_at
192,（有）北庄司酒造店,〒598-0021 大阪府泉佐野市日根野３１７３,34.3805648,135.3286177,ChIJ03YsP6XJAGARCf0Zqkp6dOw,2022-08-14 11:49:51,2022-08-14 11:49:51
193,菊正宗酒造記念館,〒658-0026 兵庫県神戸市東灘区魚崎西町１丁目９−１,34.7083996,135.2679423,ChIJZfcZaw-NAGARo3ya6mnUg94,2022-08-14 11:53:44,2022-08-14 11:53:44
194,灘菊酒造,〒670-0972 兵庫県姫路市手柄１丁目１２１,34.8165206,134.6808013,ChIJW7u_E17gVDURA5APnqg5QLM,2022-08-14 11:50:42,2022-08-14 11:50:42
195,白鶴酒造（株）,〒658-0041 兵庫県神戸市東灘区住吉南町４丁目５−５,34.7097393,135.2614009,ChIJITZx7qmNAGARHc8XFe_0_PY,2022-08-14 11:53:58,2022-08-14 11:53:58
196,赤磐酒造（株）,〒709-0821 岡山県赤磐市河本１１１３,34.7481639,134.0163458,ChIJN-Ta34sRVDUR_2ai8qx5cYs,2022-08-14 11:54:48,2022-08-14 11:54:48
197,森田酒造,〒710-0054 岡山県倉敷市本町８−８ 森田酒造場,34.5963385,133.7733719,ChIJX0ZG9zhWUTURkM4Lk9BYZpo,2022-08-14 11:54:59,2022-08-14 11:54:59
198,菊池酒造（株）,〒713-8121 岡山県倉敷市玉島阿賀崎１２１２,34.5418745,133.6668726,ChIJeax_qXJbUTURHwi6jPnf0fs,2022-08-14 11:55:05,2022-08-14 11:55:05
199,ヨイキゲン（株）,〒719-1175 岡山県総社市清音上中島３７２−１,34.6408882,133.7322998,ChIJEZRzpR9UUTURHg-gWSlbk1Q,2022-08-14 11:55:22,2022-08-14 11:55:22
200,（有）大岩酒造本店,〒689-4401 鳥取県日野郡江府町江尾１８７２,35.2840758,133.4864651,ChIJtzhPUSqNVjUR-3XmR90f3zo,2022-08-14 11:55:28,2022-08-14 11:55:28
201,平喜酒造（株）,〒719-0243 岡山県浅口市鴨方町鴨方１２８３,34.5378686,133.5901044,ChIJ64eBL6NDUTURwGr4uEy5DXA,2022-08-14 11:55:48,2022-08-14 11:55:48
202,大谷酒造（株）,〒689-2352 鳥取県東伯郡琴浦町浦安３６８,35.4939459,133.6918615,ChIJTdTQPhRxVjUR3g8yIGBUcGM,2022-08-14 11:56:31,2022-08-14 11:56:31
203,千代むすび酒造 岡空本店,〒684-0004 鳥取県境港市大正町１３１,35.5451919,133.2246731,ChIJg2nKz7JVVjURI_97-XsGY6E,2022-08-14 11:56:43,2022-08-14 11:56:43
204,くめざくら大山ブルワリー,〒689-4108 鳥取県西伯郡伯耆町丸山１７４０−３０,35.3876533,133.46681,ChIJ5wa0dUH1VjURL4ompOyv6vE,2022-08-14 11:57:02,2022-08-14 11:57:02
205,梅津酒造（有）,〒689-2223 鳥取県東伯郡北栄町大谷 １３５０番地,35.4984178,133.7327087,ChIJ5U88cB90VjURybUWhH1w8zg,2022-08-14 11:57:13,2022-08-14 11:57:13
206,（株）三宅本店　千福　酒工房せせらぎ,〒737-0045 広島県呉市本通７丁目７,34.2521248,132.5772521,ChIJ1ds7vbsJUDUR5c_KURsoU0Q,2022-08-14 11:58:01,2022-08-14 11:58:01
207,賀茂鶴酒造,〒739-0011 広島県広島市西条本町９−７,34.4305075,132.7460533,ChIJ11lP_3dlUDURKoM8u93XJhc,2022-08-14 11:58:13,2022-08-14 11:58:13
208,中島屋酒造場,〒746-0011 山口県周南市土井２丁目１−３,34.0781087,131.7728585,ChIJjYlzjMTnRDURLXwKQEg1CMU,2022-08-14 12:01:00,2022-08-14 12:01:00
209,綾菊酒造（株）,〒761-2204 香川県綾歌郡綾川町山田下３３９３−１,34.2229448,133.9471522,ChIJ1wM8OdTEUzURd2XnGK6y4mg,2022-08-14 12:03:21,2022-08-14 12:03:21
210,都美人酒造（株）,〒656-0424 兵庫県南あわじ市榎列西川２４７,34.3006325,134.7741108,ChIJx0si-FKhVDUR2_9jy1JsPnY,2022-08-14 12:03:26,2022-08-14 12:03:26
211,西野金陵（株）多度津工場,〒764-0028 香川県仲多度郡多度津町葛原１８８０,34.2553098,133.773342,ChIJ44F1vUl9UTUR67MTE5gUjCM,2022-08-14 12:04:18,2022-08-14 12:04:18
212,金陵の郷,〒766-0001 香川県仲多度郡琴平町 623,34.1875826,133.8188973,ChIJf4Vkt0LWUzURSwexBkfucwU,2022-08-14 12:05:29,2022-08-14 12:05:29
213,酔鯨酒造（株） 土佐蔵,〒781-1113 高知県土佐市甲原2001番地1,33.487015,133.3625765,ChIJx47fkMM5TjURr66TqRxZbfA,2022-08-14 12:05:56,2022-08-14 12:05:56
214,栄光酒造（株）,〒791-0101 愛媛県松山市溝辺町４４３,33.851666,132.8080473,ChIJswenWPTmTzUR_qroWMkxd6k,2022-08-14 12:06:16,2022-08-14 12:06:16
215,にきたつ蔵部,〒790-0848 愛媛県松山市道後喜多町３−２３,33.8514019,132.7822541,ChIJ0bKDZtflTzURaXh6Gkap9nk,2022-08-14 12:07:03,2022-08-14 12:07:03
216,八鹿酒造（株）,〒879-4601 大分県玖珠郡九重町右田３３６４,33.2554768,131.1762945,ChIJYe_S6etOQTURH1DJDsyzqyg,2022-08-14 12:10:44,2022-08-14 12:10:44
217,柳川酒造（株）(国の寿製造元),〒832-0821 福岡県柳川市三橋町百町７６６,33.1756926,130.4432211,ChIJed-qwO-yQTURep2dFCyx4Fs,2022-08-14 12:10:53,2022-08-14 12:10:53
218,天吹酒造（合資）,〒849-0113 佐賀県三養基郡みやき町東尾２８９４,33.3257205,130.4576182,ChIJ3aqx49u6QTURp8zrXwH4Q2c,2022-08-14 12:10:59,2022-08-14 12:10:59
219,大和酒造（株）（ぎゃらりー大和）,〒840-0201 佐賀県佐賀市大和町大字尼寺２６２０,33.3101081,130.2841273,ChIJcf91arnJQTURtgQFLZLUHZk,2022-08-14 12:11:31,2022-08-14 12:11:31
220,幸姫酒造（株）,〒849-1321 佐賀県鹿島市古枝５９９,33.0892644,130.1099046,ChIJD5rDBwIlQDUR3cxiuMR3SCA,2022-08-14 12:11:37,2022-08-14 12:11:37
221,辛島 虚空乃蔵,〒879-0456 大分県宇佐市辛島４−３,33.5283767,131.3388196,ChIJ6UEbqz0GRDURU0y3CgTOa68,2022-08-14 12:14:20,2022-08-14 12:14:20
222,梅ケ枝酒造（株）,〒859-3237 長崎県佐世保市城間町３１７,33.0898351,129.8149819,ChIJ64ljyP-XajURcikVmt8zMvg,2022-08-14 12:15:14,2022-08-14 12:15:14
223,宗政酒造 有田蔵工場,〒844-0014 佐賀県西松浦郡有田町戸矢乙340番地28,33.1618146,129.9082289,ChIJ5z8CW3ucajURdLqZmJFiW7s,2022-08-14 12:15:27,2022-08-14 12:15:27
224,瑞鷹（株）東肥大正蔵,〒861-4115 熊本県熊本市南区川尻１丁目３−７２,32.7408575,130.6816516,ChIJ4YmQ53-LQDURgpe_oJ2pySo,2022-08-14 12:18:33,2022-08-14 12:18:33
